strategy,total_return,sharpe_ratio,sortino_ratio,max_drawdown,win_rate,alpha,beta,num_trades
Buy_Hold,14.931765467766112,0.9548232495509821,1.3912518165447534,-13.245363504453492,49.35557240333586,-0.21289644733283866,1.000685448373332,1319
MACD_Indicator,11.170065827603604,0.7505111694871694,1.1061396147003388,-16.94409245797404,50.56861258529188,13.358487821714352,0.09348426403424374,1319
MACD_RSI_Indicator,19.857418578782315,1.5764899054498038,1.6168471277452603,-9.617036186711317,53.18595578673602,26.988876453266258,-0.17373852730969713,769
RSI_Indicator,0.4583845083326876,0.12776565974387946,0.05039046203543972,-3.2067552326268185,48.0,0.10205801874226701,0.03222527982302717,100
ReynerTeosBBands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ridge_Indicator,27.397067142248165,1.587386503307547,2.20530172131051,-10.510808936427516,51.4783927217589,20.68023236249308,0.5848863218513344,1319
RandomForest_Indicator,-7.127198123526202,-0.3523886152640831,-0.4998352498838345,-17.952262624566373,49.12812736921911,-7.703412688218803,0.029401014003312582,1319
